"Date","Country/Location","Rating","Author","Title","Body","Image links","Image Video Links","Verified Purchase","URL","Helpful count","Variation information","Styles"
"05/25/2017","United States 🇺🇸 ","5","TMSjokeman","Fast Fun for All Ages","Love it! The five stars almost don't feel like enough. Everything about this game is fun, and the challenges keep coming with new moods exclusive to the Nintendo Switch!If you have ever played MarioKart before, this is more of the same - fast, fun, and never-ending excitement. I don't think your the person I need to sell on this.If you have never played Mario Kart, and you have a Nintendo Switch...I mean, what are you waiting for??? Mario Kart 8 Deluxe is not just another racing game - you race underwater, through the skies, upside down, through a toybox; there is so much to see and do and learn here. Plus, there is a learning curve, and the game is designed to help you become a better racer gradually, while still letting you take home the Gold cup. Single player is great, and playing this on the go with the Switch is ideal because each race is never longer than 5 minutes total. You could easily power it up in the doctor's waiting room and probably finish a few Cups before being called back.And the multiplayer is great! There are other features designed to help even the odds between veterans and new-comers. From the Grand Prix to the Battles, it's anyone's game to win! The online is much more challenging, but after completing all the 150cc cups with Gold, you should be set to take anyone on.If you have a Nintendo Switch and don't have Mario Kart 8, you should question why you bought it in the first place.","","","true","https://www.amazon.com/gp/customer-reviews/R2QSHWQIKLFFVX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","3","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/25/2017","United States 🇺🇸 ","5","Fredy Banegas","It's me MARIO","What can I say, Its Mario :) love the game plays smooth amazing feel to it.","","","true","https://www.amazon.com/gp/customer-reviews/RHVK5CAQTB2NQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/25/2017","United States 🇺🇸 ","5","Jeffrey","Love it love it love it","Love it love it love it. This is a great game both online and with friends. The only issue was having to spend $70 for a second pro controller to play the game with!","","","true","https://www.amazon.com/gp/customer-reviews/R243HQAAOKE2MS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/25/2017","United States 🇺🇸 ","5","Amazon Customer","Five Stars","One of my favorite nintendo games!","","","true","https://www.amazon.com/gp/customer-reviews/R1GLXJT7FYS4G4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/25/2017","United States 🇺🇸 ","5","Shannon Grubb","Five Stars","Fantastic game....great tracks and characters!!","","","true","https://www.amazon.com/gp/customer-reviews/RQYX61R709DSU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/25/2017","United States 🇺🇸 ","5","Amazon Customer","Five Stars","Great Game! One of the best Mario Kart games of all time.","","","true","https://www.amazon.com/gp/customer-reviews/R2JEQCTP9LT9HO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/24/2017","United States 🇺🇸 ","5","Ephraim J Williams","Five Stars","product came on time and undamaged","","","true","https://www.amazon.com/gp/customer-reviews/R28M124MH3G5XE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/24/2017","United States 🇺🇸 ","5","pyreneesmom","Five Stars","This game is so much fun! Our whole family loves it!","","","true","https://www.amazon.com/gp/customer-reviews/R3UA7GT4RQWNQP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/24/2017","United States 🇺🇸 ","5","Marvin Kantun","Five Stars","Great party game to be playing while drinking! Be warned this game may cause some rifts between friendships.","","","true","https://www.amazon.com/gp/customer-reviews/R17V3DAROV93YW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/24/2017","United States 🇺🇸 ","5","iBrenBren","Best MARIO KART","So much fun!! The online competition is awesome, keeps me entertained. Whether it is for you, or your kids..this game is totally worth every penny! You will enjoy hours of fun.","","","true","https://www.amazon.com/gp/customer-reviews/R2AIT07EZXL4H6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/24/2017","United States 🇺🇸 ","5","danielle stout","love it","very fun game and alot of changes to the courses","","","true","https://www.amazon.com/gp/customer-reviews/RCCMS9C5KJMSB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/24/2017","United States 🇺🇸 ","5","James Fleckenstein","The best got better","I own the WiiU version and can't tell you how much I've played it. This version is better in every way. The much improved battle mode is an absolute blast and the gameplay tweaks like double items, and a few new items, make the game play better. It also runs better with even better visuals on the Switch.","","","true","https://www.amazon.com/gp/customer-reviews/R1PW08UU9FQVRZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/24/2017","United States 🇺🇸 ","1","Edward Nigma","One Star","Terrible game. More rehashes from nintendo. Crash bandicoot carting is light years ahead of this garbage.","","","false","https://www.amazon.com/gp/customer-reviews/R97SB5CLEOX8Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/24/2017","United States 🇺🇸 ","5","CAL","A Must Buy for any Switch Owner!!!","Literally one of the best, if not, the best Mario Kart there is, another fantastic game in the Switch library. Better than the Wii U, and I played the original for countless of hours, this one is no exception. Online is fantastic as always, and playing with a friend or sibling is seamless. Most importantly, because the Switch is portable, you can play anywhere you go. I played with my brother once when we were waiting for food served at a restaurant, and because we could separate the joy-cons themselves as singles and with a strap, we played it and couldn't be happier. It's simple, on to the point, and most of all, just having a good time with it. For anyone who has a switch and kids, for couples, or have siblings, this one is a go-getter. Would recommend this to anyone.","","","true","https://www.amazon.com/gp/customer-reviews/R2WRMBEEEXPNBR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","2","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/24/2017","United States 🇺🇸 ","5","Jeremy Berry","Five Stars","Great game!","","","true","https://www.amazon.com/gp/customer-reviews/R2KWFELSH1NQEN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/24/2017","United States 🇺🇸 ","5","Gabe","Best mario kart to date","Best Mario kart to date","","","true","https://www.amazon.com/gp/customer-reviews/R26BVW6PRK7HCX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/24/2017","United States 🇺🇸 ","5","Luis Alejandro Giron Lopez","Excellent racing game for the whole family","What can I say that haven't been said now. Excellent racing game for the whole family, as simple as that. If you have kids and a Nintendo Switch this is a must buy!","","","true","https://www.amazon.com/gp/customer-reviews/R39TOQ4OEU9MID/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/24/2017","United States 🇺🇸 ","4","jugodmyko","Four Stars","Not as good as Nintendo 64 version but good for the kids","","","true","https://www.amazon.com/gp/customer-reviews/R32ISI7MZ1BLYW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/23/2017","United States 🇺🇸 ","5","Javi","Five Stars","My kids loved this game.","","","true","https://www.amazon.com/gp/customer-reviews/R1B1MWYVDXGEQT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/23/2017","United States 🇺🇸 ","5","Todd","Classic Nintendo fun","Great game classic fun for all ages!","","","true","https://www.amazon.com/gp/customer-reviews/R3QQ1KCAW9UF1H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/23/2017","United States 🇺🇸 ","5","Dean Wilsbacher","Five Stars","Just wish the online infrastructure was more developed.","","","true","https://www.amazon.com/gp/customer-reviews/RG323SCAEGJXV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/23/2017","United States 🇺🇸 ","4","Joe from H.","My son loves it!","I bought this for my 4-year old son.  I was surprised at how easily he was able to play it. The graphics, characters and play experience are very good.I would have given 5 stars, but the game seems repetitive; you have different maps that make the game look different, but in the end, that's all there is, a different map for another race.I would recommend it for your kids though.","","","true","https://www.amazon.com/gp/customer-reviews/R3UBFUVY3VC8XF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","2","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/23/2017","United States 🇺🇸 ","5","Honest Consumer","Great Party Game","This game is fun for the group! A whole lot of fun with a whole lot of challenge!","","","true","https://www.amazon.com/gp/customer-reviews/R23JJPB7Z6LN2P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/22/2017","United States 🇺🇸 ","5","lbrtychic","Five Stars","GREAT GAME!!","","","true","https://www.amazon.com/gp/customer-reviews/RP973X5BMMLED/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/22/2017","United States 🇺🇸 ","5","Tazman3582","Must have game","Great game better then the original wii u version. Great game to play solo or with friends. Must have game for any switch owner","","","true","https://www.amazon.com/gp/customer-reviews/R2XHDBJT7QKBXO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/22/2017","United States 🇺🇸 ","5","Slimmouser","Great game! As some one who has been playing ...","Great game! As some one who has been playing Mario Kart since the original, I was very happy that they brought this game to the Switch. Tons of fun, always a great time","","","true","https://www.amazon.com/gp/customer-reviews/R1Q6XCV7V3999A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/22/2017","United States 🇺🇸 ","4","Jared Timmons","Great game","Nostalgic experience. Everything I expected.","","","true","https://www.amazon.com/gp/customer-reviews/R2N40L1IJV0TGZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/22/2017","United States 🇺🇸 ","5","Chusko","Best Mario Kart ever","Mario Kart 8 Deluxe is a game that lights up a fire you may not have even realized was fading. This game is absolutely incredible. It takes Mario Kart 8, an already absolutely fantastic game, then improves upon it by offering the battle arenas and experiences we adored in previous Mario Kart games, the ability to play it anywhere in any way, and the wonderful graphics and sounds make this the complete package for single and multiplayer family fun. Everything has been tightened, fine tuned and better than ever. Mario Kart 8 Deluxe isn’t just here to help you through the first months of Switch's life, it is a game that will offer comfortable cruising for years to come.Pros ->-Portable 720p 60fps, Docked 1080p 60 fps-New Battle mode and Wii U DLC included-Smart steering for young kids and other extra items, though minor, are also welcomeCons -> If you already own the Wii U version it only brings a dramatic improvement in the graphics.","","","false","https://www.amazon.com/gp/customer-reviews/R2BADX5SVIS9KE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/22/2017","United States 🇺🇸 ","5","Chimpster","A must own game for Switch owners!","Mario Kart 8 Deluxe is the definitive version of the game for the Nintendo Switch. It's fun to play both alone and with friends.","","","true","https://www.amazon.com/gp/customer-reviews/R2H7ZTXQ02MHQ5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/22/2017","United States 🇺🇸 ","4","Brett","Is... is that a blue shell????","Very fun classic mario kart.But.It's too much of a giver!I didn't really feel like I had any progression in the game!When you get the game all the levels, stages, and characters are unlocked already (save for the amiibo dlc). The only thing you can really unlock is kart customizations which, if you're any sort of decent at mario kart, hardly matter much besides their looks.Graphics are incredible, and there are a bunch of little details Nintendo added in that give this game the classic Nintendo feel with a bit of modernization.The racing mechanics are fun and easy to master with a little practice, as long as you shut off the drive-assist which is enabled by default (why?).Definitely brought back some good nostalgia, and I'm sure I'll play it... sometimes.I love Nintendo- die-hard fan- but man, please give us something new!There's very little replayability to the game. After beating each stage on 50, 100, and 150cc all I wanna do is scream what's new?The addition of link to the game was a welcome surprise and the hyrule themed map made me smile ear to ear. Please keep the switch alive with more great games, Nintendo!!","","","true","https://www.amazon.com/gp/customer-reviews/R3H6M77W2RFYGV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","2","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/22/2017","United States 🇺🇸 ","4","Micah","Iterates, rather than innovates.","Solid racer. This is packed to the brim with content, and absolutely anyone with a Switch should own this, as it is the best multiplayer game on the system currently. It doesn't get a perfect 5 stars from me simply because the game doesn't innovate from past titles very much. Still, if you like Mario Kart, you will definitely feel at home with Marko Kart 8.","","","true","https://www.amazon.com/gp/customer-reviews/R183ZZ3B7N9O5W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","1","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/22/2017","United States 🇺🇸 ","4","Philip Seibert","Frienemies","If you're looking to hate and fight with your best of friends get this game!","","","true","https://www.amazon.com/gp/customer-reviews/R21U9MEDORQVHA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/21/2017","United States 🇺🇸 ","5","JoRaNaCaAsOp","Thanks it's a fun game I'm still trying to get a switch but ...","Thanks it's a fun game I'm still trying to get a switch but every stores sold out it's a bummer but thank you","","","true","https://www.amazon.com/gp/customer-reviews/R2A6IX42IUWCOJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","1","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/21/2017","United States 🇺🇸 ","5","Ana S.","Super Fun!","Great quality and even better price. Got it on the day it was released and for a cheaper price than at our local stores. Very entertaining game.","","","true","https://www.amazon.com/gp/customer-reviews/R13VX4F8I5BCWY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/21/2017","United States 🇺🇸 ","5","Kindle Customer","Five Stars","Awesome","","","true","https://www.amazon.com/gp/customer-reviews/R2AYPC6YATEK61/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/21/2017","United States 🇺🇸 ","5","Chris B.","A must-have for anyone with a Nintendo Switch","Mario Kart 8 Deluxe offers the best things you've come to expect from Mario Kart on the TV at home, but also in a portable format. Comes standard with all of the DLC released for the original Mario Kart 8 on the Wii U, but also includes a brand new Battle Mode, a real, proper battle mode with several modes on dedicated maps. One of the best games for the Switch right now.","","","true","https://www.amazon.com/gp/customer-reviews/RR8WBSDUORMQI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","4","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/21/2017","United States 🇺🇸 ","5","DJG","Great, extremely fun","Really enjoying it. I played it on the Wii U and am happy to see it back on the Switch, even if it is a port. I like how they added more battles--thank goodness, online is funner now--and the double item box. Also am quite surprised that the joycons are comfortable for playing Mario Kart. The right joycon takes a little time getting used to, with the joystick in the middle, but it's fine. Great game!","","","true","https://www.amazon.com/gp/customer-reviews/R1SO983S4FTWVQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","1","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/21/2017","United States 🇺🇸 ","5","Haik Hakopyan","Worth the buy","Great game I am glad they brought it to the Switch! This game shows off all the switch capabilities.","","","true","https://www.amazon.com/gp/customer-reviews/R2KLXOEWFOIXKZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/21/2017","United States 🇺🇸 ","5","Zack","Best Mario Kart","This is the best Mario Kart since Double Dash. Highly recommended. The revamped battle mode is almost worth a re purchase alone if you already had it on WiiU. Lots of people playing. What are you waiting for?!","","","true","https://www.amazon.com/gp/customer-reviews/R2T3QY935VAZNP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/20/2017","United States 🇺🇸 ","5","Noelle","This is a great re-release of an awesome game","Absolutely adore this game. If you already own the Wii U version, this edition doesn't add much content. It does have more characters, improved battle mode, and includes all DLC from the Wii U version. This is a great re-release of an awesome game.","","","false","https://www.amazon.com/gp/customer-reviews/R247MPF3R9M3UJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/20/2017","United States 🇺🇸 ","3","Austin Paris","Hmmmmm","This Is a hard review, the game mostly is the Wii U version that I already had, but it has new characters, battle mode and changes up the game play a little bit but for 60 dollers. Also my product was late and did not come on time for my pre-order. But lastly the game is just fun so I can't hate it if you never owned the Wii U version this is a must buy 5 stars but for me it gets 3","","","true","https://www.amazon.com/gp/customer-reviews/R2YL7EMWD3X38R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","1","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/20/2017","United States 🇺🇸 ","5","Chris","Five Stars","Best Mario KART GAME EVER!!!!!","","","true","https://www.amazon.com/gp/customer-reviews/R2K9M6E2PO9LSP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/20/2017","United States 🇺🇸 ","2","Casey Graham","I am Mario Carting wrong...","Ok I must be doing something wrong.  The first race was fun, the second less so, the third tedious and the fourth and final just plain boring.  The background art changes but you are basically doing the same thing over and over.  I don't get why adults would like this.  Kids sure thier little under developed minds enjoy mind numbing repitition.  Maybe I am missing something or playing it wrong.","","","true","https://www.amazon.com/gp/customer-reviews/R2KWAUGYM1AHS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","2","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/20/2017","United States 🇺🇸 ","5","Dan","Kart on!","Party!!!","","","true","https://www.amazon.com/gp/customer-reviews/R1ITY3IUTM8FN9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/19/2017","United States 🇺🇸 ","5","mike","Five Stars","very good product","","","true","https://www.amazon.com/gp/customer-reviews/R18K0HW6RA47ZQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/19/2017","United States 🇺🇸 ","5","Antonio","Bigger and Better!","On the switch this game is so much better then on the Wiiu.  I loved this game when it came out on Wiiu, it felt lacking though. Here, it feels like I bought the full game and already have got so much out of it. Great party game and so much fun on the go. A must buy if you like racing games!","","","true","https://www.amazon.com/gp/customer-reviews/R2YH8C28DGLU9P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","2","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/19/2017","United States 🇺🇸 ","5","Lisa","Portable racing fun","It's really fun and I love playing it portably with friends and coworkers. It could only be better if it was actually different from mario kart on the wii u.","","","false","https://www.amazon.com/gp/customer-reviews/R39F8FKZNKVA8M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/19/2017","United States 🇺🇸 ","5","Arizona Sportsman","Great addition to the Mario Kart series.","Excellent.  The tracks are plentiful and different enough from previous Mario Kart games to make this one worthwhile.","","","true","https://www.amazon.com/gp/customer-reviews/R1O6MOXUMRR86E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/19/2017","United States 🇺🇸 ","5","Amazon Customer","Five Stars","Best yet","","","true","https://www.amazon.com/gp/customer-reviews/R3J02WDXQ6LT0P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/19/2017","United States 🇺🇸 ","5","Steph","It's racing time","Mario Kart one of the favs in my family grab yourself a steering wheel and get ready for some adrenaline fun","","","true","https://www.amazon.com/gp/customer-reviews/RZ39T3BTUMZLS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/19/2017","United States 🇺🇸 ","5","Amazon Customer","Five Stars","Stop debating whether you should or not it's worth every penny.","","","false","https://www.amazon.com/gp/customer-reviews/R2OAKKWAVL4ZFZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/19/2017","United States 🇺🇸 ","5","Kayla","played it endlessly and enjoyed it greatly","We have Mario Kart 8 for the Wii U, played it endlessly and enjoyed it greatly.This is better. The graphical updates, new items, characters, and maps are very enjoyable. The return of a proper battle mode is great, so if that was your reason for not getting it on the Wii U you should get it now.","","","true","https://www.amazon.com/gp/customer-reviews/RAKBITWJS3TMQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","1","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/19/2017","United States 🇺🇸 ","5","Alex","SO. MUCH. FUN.","I had never owned a Nintendo home console in my life, with the Switch being my first, but I had always been fond of all things Nintendo. I am so glad that Mario Kart 8 Deluxe came out soon after the Switch release because it really allowed me to embrace my life-long love for Mario games. This game IS SO MUCH FUN! My partner and I spent the entire release weekend racing and trying out all the courses. The graphics are beautiful, both on my TV and the actual Switch. Game controls are awesome and the new characters are definitely a fun addition (I'm always King Boo). Definitely recommend as a staple for any Switch owner.","","","true","https://www.amazon.com/gp/customer-reviews/R23Y7LFYTIMFU7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/19/2017","United States 🇺🇸 ","5","Max","If you liked Mario Kart 7 for 3DS, you'll like this.","Mario Kart 7 for the 3DS was a great portable time waster.Mario Kart 8 for the Switch follows in it's roots with improvements.EZ 10.","","","true","https://www.amazon.com/gp/customer-reviews/R254VNNK2XKO7U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","4","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/19/2017","United States 🇺🇸 ","5","Amazon Customer","Five Stars","It's worth buying even if you already played the wii u version","","","true","https://www.amazon.com/gp/customer-reviews/RJCWVSEG3RR6G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/18/2017","United States 🇺🇸 ","5","Amazon Customer","Five Stars","Unbelievably fun","","","true","https://www.amazon.com/gp/customer-reviews/R19FV1Q2HWHCLO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/18/2017","United States 🇺🇸 ","5","C. Williams","Tons of fun for our family!","Our family is absolutely in love with this game. The steering assist has for the first time made a racing game like this accessible to my 3 year old, who has been having a blast with our 5 1/2 year old, my wife, and me in four player races and battles. Single player is great as well, but multiplayer on this game is probably better than any game I've ever seen. Well done Nintendo.","","","true","https://www.amazon.com/gp/customer-reviews/RQU4RLHPAAEHG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","3","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/18/2017","United States 🇺🇸 ","5","chrisoud","Worth it","Being this is a port to switch it's still awesome and comes with all dlc. Would buy it again and again.","","","true","https://www.amazon.com/gp/customer-reviews/R3KSSEQZ1XKKLF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/18/2017","United States 🇺🇸 ","5","Gene","Love it!","My daughter loves this game!  Especially with the splatoon people addition.","","","true","https://www.amazon.com/gp/customer-reviews/R23W53O6PS6CY3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/18/2017","United States 🇺🇸 ","5","Carson C.","Five Stars","Perfect.","","","true","https://www.amazon.com/gp/customer-reviews/R17JCYK8BZRBE9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/18/2017","United States 🇺🇸 ","5","JohnR","Holy poop mk8 is amazing.","My only complaint is that they added the silly cheap auto drive.  At least make it off by default.Other than that, the game is just AWESOME.","","","true","https://www.amazon.com/gp/customer-reviews/R3P0KMNVRZSGUK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/18/2017","United States 🇺🇸 ","5","Katy","SO MUCH FUN","I was super stoked for this game and it hasn't let me down! If you're tired of only having BOTW, do consider getting a copy of Mario Kart 8 Deluxe!","","","true","https://www.amazon.com/gp/customer-reviews/R2LALTA9EZ46L0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/18/2017","United States 🇺🇸 ","5","Carmen P","Five Stars","Best Mario Kart ever.","","","true","https://www.amazon.com/gp/customer-reviews/R37S5QVLSUTK8H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
